test_id	block_id	gene_id	subject	cell_type	path	path_number	path_signature	proportion
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_2	EX_hippocampus_granule	Path 2	2	[[80598626, 80598741]]	0.3118493331611939
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_2	EX_hippocampus_pyramidal	Path 1	1	[[80597710, 80597825]]	0.6021367531361416
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_2	EX_hippocampus_pyramidal	Path 2	2	[[80598626, 80598741]]	0.3978632468638584
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_2	INH_medium_spiny	Path 1	1	[[80597710, 80597825]]	0.7565764429085534
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_2	INH_medium_spiny	Path 2	2	[[80598626, 80598741]]	0.2434235570914466
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_2	INH_midbrain	Path 1	1	[[80597710, 80597825]]	0.7589644044631173
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_2	INH_midbrain	Path 2	2	[[80598626, 80598741]]	0.2410355955368827
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_2	INH_migrating_interneuron	Path 1	1	[[80597710, 80597825]]	0.7100367286080309
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_2	INH_migrating_interneuron	Path 2	2	[[80598626, 80598741]]	0.2899632713919691
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_4	ASC	Path 1	1	[[80597710, 80597825]]	0.8884237834144553
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_4	ASC	Path 2	2	[[80598626, 80598741]]	0.1115762165855447
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_4	EX_cortical	Path 1	1	[[80597710, 80597825]]	0.8731352259261737
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_4	EX_cortical	Path 2	2	[[80598626, 80598741]]	0.1268647740738263
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_4	INH_medium_spiny	Path 1	1	[[80597710, 80597825]]	0.9001079524376345
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_4	INH_medium_spiny	Path 2	2	[[80598626, 80598741]]	0.0998920475623654
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_4	INH_midbrain	Path 1	1	[[80597710, 80597825]]	0.696411795127832
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_4	INH_midbrain	Path 2	2	[[80598626, 80598741]]	0.3035882048721681
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_4	INH_migrating_interneuron	Path 1	1	[[80597710, 80597825]]	0.7862987056805083
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_4	INH_migrating_interneuron	Path 2	2	[[80598626, 80598741]]	0.2137012943194917
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_5	EX_cortical	Path 1	1	[[80597710, 80597825]]	0.8218820827724492
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_5	EX_cortical	Path 2	2	[[80598626, 80598741]]	0.1781179172275508
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_5	INH_medium_spiny	Path 1	1	[[80597710, 80597825]]	0.7996010908800694
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_5	INH_medium_spiny	Path 2	2	[[80598626, 80598741]]	0.2003989091199307
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_5	INH_midbrain	Path 1	1	[[80597710, 80597825]]	0.7038858146962198
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_5	INH_midbrain	Path 2	2	[[80598626, 80598741]]	0.2961141853037802
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_6	EX_cortical	Path 1	1	[[80597710, 80597825]]	0.8774849965213066
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_6	EX_cortical	Path 2	2	[[80598626, 80598741]]	0.1225150034786934
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_7	ASC	Path 1	1	[[80597710, 80597825]]	0.7977420297758762
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_7	ASC	Path 2	2	[[80598626, 80598741]]	0.2022579702241237
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_7	EX_cortical	Path 1	1	[[80597710, 80597825]]	0.659184618377508
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_7	EX_cortical	Path 2	2	[[80598626, 80598741]]	0.3408153816224921
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_7	INH_medium_spiny	Path 1	1	[[80597710, 80597825]]	0.734477402972772
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_7	INH_medium_spiny	Path 2	2	[[80598626, 80598741]]	0.265522597027228
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_7	INH_midbrain	Path 1	1	[[80597710, 80597825]]	0.6465621830028845
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_7	INH_midbrain	Path 2	2	[[80598626, 80598741]]	0.3534378169971156
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_7	INH_migrating_interneuron	Path 1	1	[[80597710, 80597825]]	0.7500046578705398
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_7	INH_migrating_interneuron	Path 2	2	[[80598626, 80598741]]	0.2499953421294602
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_8	ASC	Path 1	1	[[80597710, 80597825]]	0.8144604837823002
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_8	ASC	Path 2	2	[[80598626, 80598741]]	0.1855395162176998
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_8	EX_cortical	Path 1	1	[[80597710, 80597825]]	0.8417062347148309
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_8	EX_cortical	Path 2	2	[[80598626, 80598741]]	0.1582937652851691
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_8	EX_hippocampus_pyramidal	Path 1	1	[[80597710, 80597825]]	0.8752684017257534
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_8	EX_hippocampus_pyramidal	Path 2	2	[[80598626, 80598741]]	0.1247315982742466
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_8	INH_medium_spiny	Path 1	1	[[80597710, 80597825]]	0.8667237240529224
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_8	INH_medium_spiny	Path 2	2	[[80598626, 80598741]]	0.1332762759470775
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_8	INH_midbrain	Path 1	1	[[80597710, 80597825]]	0.7192199037948559
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_8	INH_midbrain	Path 2	2	[[80598626, 80598741]]	0.280780096205144
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_8	INH_migrating_interneuron	Path 1	1	[[80597710, 80597825]]	0.785967625187329
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_8	INH_migrating_interneuron	Path 2	2	[[80598626, 80598741]]	0.214032374812671
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_9	EX_cortical	Path 1	1	[[80597710, 80597825]]	0.7275288747615142
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	A_9	EX_cortical	Path 2	2	[[80598626, 80598741]]	0.2724711252384859
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_1	EX_cortical	Path 1	1	[[80597710, 80597825]]	0.9094971970375404
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_1	EX_cortical	Path 2	2	[[80598626, 80598741]]	0.0905028029624596
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_1	INH_medium_spiny	Path 1	1	[[80597710, 80597825]]	0.8665007466729567
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_1	INH_medium_spiny	Path 2	2	[[80598626, 80598741]]	0.1334992533270432
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_1	INH_midbrain	Path 1	1	[[80597710, 80597825]]	0.7353662634823505
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_1	INH_midbrain	Path 2	2	[[80598626, 80598741]]	0.2646337365176496
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_2	ASC	Path 1	1	[[80597710, 80597825]]	0.7463804049502764
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_2	ASC	Path 2	2	[[80598626, 80598741]]	0.2536195950497237
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_2	EX_cortical	Path 1	1	[[80597710, 80597825]]	0.8589795864075701
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_2	EX_cortical	Path 2	2	[[80598626, 80598741]]	0.1410204135924298
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_2	EX_hippocampus_granule	Path 1	1	[[80597710, 80597825]]	0.7565381104163458
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_2	EX_hippocampus_granule	Path 2	2	[[80598626, 80598741]]	0.2434618895836542
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_2	INH_medium_spiny	Path 1	1	[[80597710, 80597825]]	0.734783254485589
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_2	INH_medium_spiny	Path 2	2	[[80598626, 80598741]]	0.2652167455144109
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_2	INH_midbrain	Path 1	1	[[80597710, 80597825]]	0.672854334362857
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_2	INH_midbrain	Path 2	2	[[80598626, 80598741]]	0.327145665637143
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_2	INH_migrating_interneuron	Path 1	1	[[80597710, 80597825]]	0.7887642048674165
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_2	INH_migrating_interneuron	Path 2	2	[[80598626, 80598741]]	0.2112357951325835
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_3	ASC	Path 1	1	[[80597710, 80597825]]	0.8588273718043495
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_3	ASC	Path 2	2	[[80598626, 80598741]]	0.1411726281956505
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_3	EX_cortical	Path 1	1	[[80597710, 80597825]]	0.8905700501180112
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_3	EX_cortical	Path 2	2	[[80598626, 80598741]]	0.1094299498819888
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_3	INH_medium_spiny	Path 1	1	[[80597710, 80597825]]	0.9579401765526784
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_3	INH_medium_spiny	Path 2	2	[[80598626, 80598741]]	0.0420598234473217
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_3	INH_midbrain	Path 1	1	[[80597710, 80597825]]	0.8634709669191122
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_3	INH_midbrain	Path 2	2	[[80598626, 80598741]]	0.1365290330808879
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_4	INH_midbrain	Path 1	1	[[80597710, 80597825]]	0.7910080843442325
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_4	INH_midbrain	Path 2	2	[[80598626, 80598741]]	0.2089919156557674
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_4	INH_migrating_interneuron	Path 1	1	[[80597710, 80597825]]	0.7907504140155744
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_4	INH_migrating_interneuron	Path 2	2	[[80598626, 80598741]]	0.2092495859844255
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_5	ASC	Path 1	1	[[80597710, 80597825]]	0.8555698519286135
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_5	ASC	Path 2	2	[[80598626, 80598741]]	0.1444301480713866
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_5	EX_cortical	Path 1	1	[[80597710, 80597825]]	0.9000425742134054
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_5	EX_cortical	Path 2	2	[[80598626, 80598741]]	0.0999574257865946
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_5	INH_medium_spiny	Path 1	1	[[80597710, 80597825]]	0.7419193765287792
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_5	INH_medium_spiny	Path 2	2	[[80598626, 80598741]]	0.2580806234712208
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_5	INH_midbrain	Path 1	1	[[80597710, 80597825]]	0.7253232608661858
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_5	INH_midbrain	Path 2	2	[[80598626, 80598741]]	0.2746767391338141
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_6	EX_cortical	Path 1	1	[[80597710, 80597825]]	0.6897011595921893
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_6	EX_cortical	Path 2	2	[[80598626, 80598741]]	0.3102988404078107
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_7	EX_cortical	Path 1	1	[[80597710, 80597825]]	0.691002687266143
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_7	EX_cortical	Path 2	2	[[80598626, 80598741]]	0.308997312733857
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_8	ASC	Path 1	1	[[80597710, 80597825]]	0.8721212884157588
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_8	ASC	Path 2	2	[[80598626, 80598741]]	0.1278787115842412
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_8	EX_cortical	Path 1	1	[[80597710, 80597825]]	0.8884752900157797
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_8	EX_cortical	Path 2	2	[[80598626, 80598741]]	0.1115247099842203
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_8	INH_medium_spiny	Path 1	1	[[80597710, 80597825]]	0.8671672597241906
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_8	INH_medium_spiny	Path 2	2	[[80598626, 80598741]]	0.1328327402758094
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_8	INH_midbrain	Path 1	1	[[80597710, 80597825]]	0.7847069251557255
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_8	INH_midbrain	Path 2	2	[[80598626, 80598741]]	0.2152930748442744
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_8	INH_migrating_interneuron	Path 1	1	[[80597710, 80597825]]	0.8757412831684508
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	B_8	INH_migrating_interneuron	Path 2	2	[[80598626, 80598741]]	0.1242587168315492
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	C_1	ASC	Path 1	1	[[80597710, 80597825]]	0.7176843666863838
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	C_1	ASC	Path 2	2	[[80598626, 80598741]]	0.2823156333136163
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	C_1	EX_cortical	Path 1	1	[[80597710, 80597825]]	0.8799953221076011
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	C_1	EX_cortical	Path 2	2	[[80598626, 80598741]]	0.1200046778923989
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	C_1	INH_midbrain	Path 1	1	[[80597710, 80597825]]	0.7405048522990054
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	C_1	INH_midbrain	Path 2	2	[[80598626, 80598741]]	0.2594951477009945
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	C_1	INH_migrating_interneuron	Path 1	1	[[80597710, 80597825]]	0.7933406417763799
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	C_1	INH_migrating_interneuron	Path 2	2	[[80598626, 80598741]]	0.2066593582236202
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	C_2	EX_cortical	Path 1	1	[[80597710, 80597825]]	0.8989374852754894
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	C_2	EX_cortical	Path 2	2	[[80598626, 80598741]]	0.1010625147245105
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	C_2	INH_medium_spiny	Path 1	1	[[80597710, 80597825]]	0.866145431432045
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	C_2	INH_medium_spiny	Path 2	2	[[80598626, 80598741]]	0.133854568567955
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	C_2	INH_midbrain	Path 1	1	[[80597710, 80597825]]	0.750491743046995
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	C_2	INH_midbrain	Path 2	2	[[80598626, 80598741]]	0.2495082569530051
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	C_2	INH_migrating_interneuron	Path 1	1	[[80597710, 80597825]]	0.8612869339054007
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	C_2	INH_migrating_interneuron	Path 2	2	[[80598626, 80598741]]	0.1387130660945993
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	C_3	EX_cortical	Path 1	1	[[80597710, 80597825]]	0.8548972151850623
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	C_3	EX_cortical	Path 2	2	[[80598626, 80598741]]	0.1451027848149377
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	C_3	INH_medium_spiny	Path 1	1	[[80597710, 80597825]]	0.7831480338807554
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	C_3	INH_medium_spiny	Path 2	2	[[80598626, 80598741]]	0.2168519661192446
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	C_3	INH_migrating_interneuron	Path 1	1	[[80597710, 80597825]]	0.7538535384544833
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	C_3	INH_migrating_interneuron	Path 2	2	[[80598626, 80598741]]	0.2461464615455167
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	C_4	ASC	Path 1	1	[[80597710, 80597825]]	0.8748742363500547
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	C_4	ASC	Path 2	2	[[80598626, 80598741]]	0.1251257636499454
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	C_4	EX_cortical	Path 1	1	[[80597710, 80597825]]	0.8269263871471659
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	C_4	EX_cortical	Path 2	2	[[80598626, 80598741]]	0.1730736128528339
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	C_4	EX_hippocampus_pyramidal	Path 1	1	[[80597710, 80597825]]	0.9115546039346196
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	C_4	EX_hippocampus_pyramidal	Path 2	2	[[80598626, 80598741]]	0.0884453960653803
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	C_4	INH_medium_spiny	Path 1	1	[[80597710, 80597825]]	0.7590205399621229
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	C_4	INH_medium_spiny	Path 2	2	[[80598626, 80598741]]	0.2409794600378771
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	C_4	INH_midbrain	Path 1	1	[[80597710, 80597825]]	0.793837415337542
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	C_4	INH_midbrain	Path 2	2	[[80598626, 80598741]]	0.2061625846624579
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	C_4	INH_migrating_interneuron	Path 1	1	[[80597710, 80597825]]	0.7935253145013582
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	C_4	INH_migrating_interneuron	Path 2	2	[[80598626, 80598741]]	0.2064746854986418
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	C_5	ASC	Path 1	1	[[80597710, 80597825]]	0.9427386556506768
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	C_5	ASC	Path 2	2	[[80598626, 80598741]]	0.0572613443493233
ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15:B1	ENSMUSG00000033981.15	C_5	EX_cerebellum_granule	Path 1	1	[[80597710, 80597825]]	0.7533265700269058
