Name Chr Start End INHmediumspiny_polydT_0 INHmediumspiny_randomhexamer_0 INHmidbrain_polydT_0 INHmidbrain_randomhexamer_0
chr2:25182123-25182125 chr2 25182123 25182125 0.0 0.0 0.0 34.93044822256569
chr2:25182125-25182126 chr2 25182125 25182126 0.0 0.0 0.0 36.16692426584235
chr2:25182126-25182127 chr2 25182126 25182127 0.0 9.891808346213292 0.0 37.712519319938174
chr2:25182127-25182128 chr2 25182127 25182128 0.0 10.200927357032457 0.0 38.33075734157651
chr2:25182128-25182130 chr2 25182128 25182130 0.0 10.510046367851622 0.0 0.0
chr2:25182128-25182133 chr2 25182128 25182133 0.0 0.0 0.0 41.73106646058733
chr2:25182130-25182133 chr2 25182130 25182133 0.0 10.819165378670789 0.0 0.0
chr2:25182133-25182134 chr2 25182133 25182134 0.0 0.0 0.0 42.349304482225655
chr2:25182133-25182135 chr2 25182133 25182135 0.0 11.128284389489954 0.0 0.0
chr2:25182134-25182135 chr2 25182134 25182135 0.0 0.0 0.0 42.96754250386399
chr2:25182135-25182141 chr2 25182135 25182141 0.0 11.437403400309119 0.0 43.276661514683155
chr2:25182138-25182140 chr2 25182138 25182140 0.0 0.0 0.6182380216383307 0.0
chr2:25182140-25182141 chr2 25182140 25182141 0.0 0.0 0.9273570324574961 0.0
chr2:25182141-25182190 chr2 25182141 25182190 0.0 0.0 0.0 0.6182380216383307
chr2:25182190-25182210 chr2 25182190 25182210 0.0 0.0 0.0 0.3091190108191654
chr2:25182266-25182267 chr2 25182266 25182267 0.0 0.0 0.0 0.3091190108191654
chr2:25182267-25182350 chr2 25182267 25182350 0.0 0.0 0.0 0.6182380216383307
chr2:25182271-25182350 chr2 25182271 25182350 0.0 0.3091190108191654 0.0 0.0
chr2:25182350-25182353 chr2 25182350 25182353 0.0 0.0 0.0 0.9273570324574961
chr2:25182350-25182355 chr2 25182350 25182355 0.0 0.6182380216383307 0.0 0.0
chr2:25182353-25182364 chr2 25182353 25182364 0.0 0.0 0.0 1.2364760432766615
chr2:25182355-25182356 chr2 25182355 25182356 0.0 0.9273570324574961 0.0 0.0
chr2:25182356-25182361 chr2 25182356 25182361 0.0 1.545595054095827 0.0 0.0
chr2:25182361-25182364 chr2 25182361 25182364 0.0 2.472952086553323 0.0 0.0
chr2:25182364-25182365 chr2 25182364 25182365 0.0 3.400309119010819 0.0 3.091190108191654
chr2:25182365-25182366 chr2 25182365 25182366 0.0 4.327666151468315 0.0 3.400309119010819
chr2:25182366-25182368 chr2 25182366 25182368 0.0 4.636785162287481 0.0 4.01854714064915
chr2:25182368-25182371 chr2 25182368 25182371 0.0 5.873261205564142 0.0 0.0
chr2:25182368-25182373 chr2 25182368 25182373 0.0 0.0 0.0 4.636785162287481
chr2:25182371-25182372 chr2 25182371 25182372 0.0 6.182380216383308 0.0 0.0
chr2:25182372-25182373 chr2 25182372 25182373 0.0 6.800618238021638 0.0 0.0
chr2:25182373-25182374 chr2 25182373 25182374 0.0 7.109737248840804 0.0 0.0
chr2:25182373-25182377 chr2 25182373 25182377 0.0 0.0 0.0 4.327666151468315
chr2:25182374-25182377 chr2 25182374 25182377 0.0 7.727975270479134 0.0 0.0
chr2:25182377-25182378 chr2 25182377 25182378 0.0 8.0370942812983 0.0 0.0
chr2:25182377-25182379 chr2 25182377 25182379 0.0 0.0 0.0 4.636785162287481
chr2:25182378-25182382 chr2 25182378 25182382 0.0 8.346213292117465 0.0 0.0
chr2:25182379-25182389 chr2 25182379 25182389 0.0 0.0 0.0 4.945904173106646
chr2:25182382-25182387 chr2 25182382 25182387 0.0 8.65533230293663 0.0 0.0
chr2:25182387-25182388 chr2 25182387 25182388 0.0 8.964451313755795 0.0 0.0
chr2:25182388-25182389 chr2 25182388 25182389 0.0 9.582689335394127 0.0 0.0
chr2:25182389-25182390 chr2 25182389 25182390 0.0 10.200927357032457 0.0 5.255023183925811
chr2:25182390-25182391 chr2 25182390 25182391 0.0 10.510046367851622 0.0 0.0
chr2:25182390-25182393 chr2 25182390 25182393 0.0 0.0 0.0 5.564142194744977
chr2:25182391-25182392 chr2 25182391 25182392 0.0 10.819165378670789 0.0 0.0
chr2:25182392-25182393 chr2 25182392 25182393 0.0 11.437403400309119 0.0 0.0
chr2:25182393-25182394 chr2 25182393 25182394 0.0 11.746522411128284 0.0 6.182380216383308
chr2:25182393-25182449 chr2 25182393 25182449 0.3091190108191654 0.0 0.0 0.0
chr2:25182394-25182395 chr2 25182394 25182395 0.0 12.364760432766616 0.0 0.0
chr2:25182394-25182396 chr2 25182394 25182396 0.0 0.0 0.0 6.800618238021638
chr2:25182395-25182396 chr2 25182395 25182396 0.0 12.982998454404946 0.0 0.0
chr2:25182396-25182397 chr2 25182396 25182397 0.0 0.0 0.0 7.418856259659969
chr2:25182396-25182398 chr2 25182396 25182398 0.0 13.601236476043276 0.0 0.0
chr2:25182397-25182398 chr2 25182397 25182398 0.0 0.0 0.0 7.727975270479134
chr2:25182398-25182399 chr2 25182398 25182399 0.0 14.219474497681608 0.0 8.0370942812983
chr2:25182399-25182401 chr2 25182399 25182401 0.0 0.0 0.0 8.346213292117465
chr2:25182399-25182402 chr2 25182399 25182402 0.0 14.528593508500773 0.0 0.0
chr2:25182401-25182402 chr2 25182401 25182402 0.0 0.0 0.0 8.65533230293663
chr2:25182402-25182403 chr2 25182402 25182403 0.0 16.0741885625966 0.0 0.0
chr2:25182402-25182404 chr2 25182402 25182404 0.0 0.0 0.0 8.964451313755795
chr2:25182403-25182404 chr2 25182403 25182404 0.0 16.383307573415763 0.0 0.0
chr2:25182404-25182405 chr2 25182404 25182405 0.0 17.001545595054097 0.0 0.0
chr2:25182404-25182409 chr2 25182404 25182409 0.0 0.0 0.0 9.582689335394127
chr2:25182405-25182408 chr2 25182405 25182408 0.0 17.619783616692427 0.0 0.0
chr2:25182408-25182413 chr2 25182408 25182413 0.0 17.92890262751159 0.0 0.0
chr2:25182409-25182411 chr2 25182409 25182411 0.0 0.0 0.0 9.891808346213292
chr2:25182411-25182413 chr2 25182411 25182413 0.0 0.0 0.0 10.200927357032457
chr2:25182413-25182415 chr2 25182413 25182415 0.0 18.238021638330757 0.0 10.819165378670789
chr2:25182415-25182416 chr2 25182415 25182416 0.0 18.547140649149924 0.0 11.128284389489954
chr2:25182416-25182417 chr2 25182416 25182417 0.0 0.0 0.0 11.746522411128284
chr2:25182416-25182418 chr2 25182416 25182418 0.0 18.856259659969087 0.0 0.0
chr2:25182417-25182427 chr2 25182417 25182427 0.0 0.0 0.0 12.055641421947449
chr2:25182418-25182419 chr2 25182418 25182419 0.0 19.474497681607417 0.0 0.0
chr2:25182419-25182426 chr2 25182419 25182426 0.0 19.783616692426584 0.0 0.0
chr2:25182426-25182427 chr2 25182426 25182427 0.0 20.09273570324575 0.0 0.0
chr2:25182427-25182430 chr2 25182427 25182430 0.0 20.401854714064914 0.0 0.0
chr2:25182427-25182431 chr2 25182427 25182431 0.0 0.0 0.0 12.364760432766616
chr2:25182430-25182431 chr2 25182430 25182431 0.0 21.32921174652241 0.0 0.0
chr2:25182431-25182432 chr2 25182431 25182432 0.0 21.638330757341578 0.0 12.673879443585781
chr2:25182432-25182433 chr2 25182432 25182433 0.0 21.32921174652241 0.0 12.364760432766616
chr2:25182433-25182437 chr2 25182433 25182437 0.0 21.638330757341578 0.0 0.0
chr2:25182433-25182438 chr2 25182433 25182438 0.0 0.0 0.0 12.673879443585781
chr2:25182437-25182438 chr2 25182437 25182438 0.0 21.94744976816074 0.0 0.0
chr2:25182438-25182439 chr2 25182438 25182439 0.0 22.56568778979907 0.0 12.364760432766616
chr2:25182439-25182441 chr2 25182439 25182441 0.0 22.874806800618238 0.0 0.0
chr2:25182439-25182442 chr2 25182439 25182442 0.0 0.0 0.0 12.673879443585781
chr2:25182441-25182442 chr2 25182441 25182442 0.0 23.183925811437405 0.0 0.0
chr2:25182442-25182444 chr2 25182442 25182444 0.0 23.493044822256568 0.0 12.982998454404946
chr2:25182444-25182449 chr2 25182444 25182449 0.0 24.420401854714065 0.0 0.0
chr2:25182444-25182452 chr2 25182444 25182452 0.0 0.0 0.0 13.292117465224111
chr2:25182449-25182450 chr2 25182449 25182450 0.0 24.72952086553323 0.0 0.0
chr2:25182449-25182452 chr2 25182449 25182452 0.6182380216383307 0.0 0.0 0.0
chr2:25182450-25182452 chr2 25182450 25182452 0.0 25.038639876352395 0.0 0.0
chr2:25182452-25182453 chr2 25182452 25182453 0.0 25.656877897990725 0.0 13.601236476043276
chr2:25182452-25182454 chr2 25182452 25182454 0.9273570324574961 0.0 0.0 0.0
chr2:25182453-25182454 chr2 25182453 25182454 0.0 25.965996908809892 0.0 13.910355486862441
chr2:25182454-25182455 chr2 25182454 25182455 1.545595054095827 0.0 0.0 0.0
chr2:25182454-25182456 chr2 25182454 25182456 0.0 0.0 0.0 14.219474497681608
chr2:25182454-25182457 chr2 25182454 25182457 0.0 26.275115919629055 0.0 0.0
chr2:25182455-25182458 chr2 25182455 25182458 1.8547140649149922 0.0 0.0 0.0
chr2:25182456-25182474 chr2 25182456 25182474 0.0 0.0 0.0 14.528593508500773
chr2:25182457-25182458 chr2 25182457 25182458 0.0 26.584234930448222 0.0 0.0
chr2:25182458-25182459 chr2 25182458 25182459 15.146831530139103 26.89335394126739 0.0 0.0
chr2:25182458-25182468 chr2 25182458 25182468 0.0 0.0 2.1638330757341575 0.0
chr2:25182459-25182460 chr2 25182459 25182460 15.455950540958268 27.202472952086552 0.0 0.0
chr2:25182460-25182461 chr2 25182460 25182461 0.0 27.51159196290572 0.0 0.0
chr2:25182460-25182462 chr2 25182460 25182462 15.765069551777435 0.0 0.0 0.0
chr2:25182461-25182466 chr2 25182461 25182466 0.0 28.12982998454405 0.0 0.0
chr2:25182462-25182463 chr2 25182462 25182463 16.0741885625966 0.0 0.0 0.0
chr2:25182463-25182464 chr2 25182463 25182464 16.69242658423493 0.0 0.0 0.0
chr2:25182464-25182468 chr2 25182464 25182468 17.001545595054097 0.0 0.0 0.0
chr2:25182466-25182468 chr2 25182466 25182468 0.0 28.438948995363216 0.0 0.0
chr2:25182468-25182469 chr2 25182468 25182469 0.0 0.0 2.472952086553323 0.0
chr2:25182468-25182470 chr2 25182468 25182470 0.0 28.74806800618238 0.0 0.0
chr2:25182468-25182471 chr2 25182468 25182471 18.238021638330757 0.0 0.0 0.0
chr2:25182469-25182472 chr2 25182469 25182472 0.0 0.0 2.7820710973724885 0.0
chr2:25182470-25182471 chr2 25182470 25182471 0.0 29.36630602782071 0.0 0.0
chr2:25182471-25182473 chr2 25182471 25182473 0.0 29.675425038639876 0.0 0.0
chr2:25182471-25182474 chr2 25182471 25182474 19.474497681607417 0.0 0.0 0.0
chr2:25182472-25182474 chr2 25182472 25182474 0.0 0.0 3.091190108191654 0.0
chr2:25182473-25182474 chr2 25182473 25182474 0.0 29.984544049459043 0.0 0.0
chr2:25182474-25182475 chr2 25182474 25182475 20.401854714064914 30.293663060278206 3.400309119010819 14.837712519319938
chr2:25182475-25182476 chr2 25182475 25182476 0.0 0.0 0.0 14.219474497681608
chr2:25182475-25182478 chr2 25182475 25182478 20.71097372488408 0.0 0.0 0.0
chr2:25182475-25182481 chr2 25182475 25182481 0.0 30.602782071097373 3.7094281298299845 0.0
chr2:25182476-25182478 chr2 25182476 25182478 0.0 0.0 0.0 14.837712519319938
chr2:25182478-25182479 chr2 25182478 25182479 21.32921174652241 0.0 0.0 0.0
chr2:25182478-25182482 chr2 25182478 25182482 0.0 0.0 0.0 15.146831530139103
chr2:25182479-25182480 chr2 25182479 25182480 21.638330757341578 0.0 0.0 0.0
chr2:25182480-25182482 chr2 25182480 25182482 22.256568778979908 0.0 0.0 0.0
chr2:25182481-25182482 chr2 25182481 25182482 0.0 0.0 4.01854714064915 0.0
chr2:25182481-25182487 chr2 25182481 25182487 0.0 30.911901081916536 0.0 0.0
chr2:25182482-25182483 chr2 25182482 25182483 23.493044822256568 0.0 5.873261205564142 0.0
chr2:25182482-25182488 chr2 25182482 25182488 0.0 0.0 0.0 15.455950540958268
chr2:25182483-25182484 chr2 25182483 25182484 23.802163833075735 0.0 6.491499227202473 0.0
chr2:25182484-25182485 chr2 25182484 25182485 25.347758887171562 0.0 0.0 0.0
chr2:25182484-25182490 chr2 25182484 25182490 0.0 0.0 9.891808346213292 0.0
chr2:25182485-25182486 chr2 25182485 25182486 25.965996908809892 0.0 0.0 0.0
chr2:25182486-25182487 chr2 25182486 25182487 26.89335394126739 0.0 0.0 0.0
chr2:25182487-25182488 chr2 25182487 25182488 28.12982998454405 31.53013910355487 0.0 0.0
chr2:25182488-25182490 chr2 25182488 25182490 28.438948995363216 0.0 0.0 0.0
chr2:25182488-25182497 chr2 25182488 25182497 0.0 32.1483771251932 0.0 16.0741885625966
chr2:25182490-25182491 chr2 25182490 25182491 29.675425038639876 0.0 10.200927357032457 0.0
chr2:25182491-25182492 chr2 25182491 25182492 30.602782071097373 0.0 0.0 0.0
chr2:25182491-25182493 chr2 25182491 25182493 0.0 0.0 10.510046367851622 0.0
chr2:25182492-25182493 chr2 25182492 25182493 31.221020092735703 0.0 0.0 0.0
chr2:25182493-25182494 chr2 25182493 25182494 32.45749613601237 0.0 0.0 0.0
chr2:25182493-25182497 chr2 25182493 25182497 0.0 0.0 10.819165378670789 0.0
chr2:25182494-25182497 chr2 25182494 25182497 32.766615146831526 0.0 0.0 0.0
chr2:25182497-25182513 chr2 25182497 25182513 0.3091190108191654 0.0 0.0 0.0
chr2:25182515-25182584 chr2 25182515 25182584 0.3091190108191654 0.0 0.0 0.0
chr2:25182611-25182663 chr2 25182611 25182663 0.0 0.0 0.3091190108191654 0.0
chr2:25182677-25182808 chr2 25182677 25182808 0.0 0.0 0.0 0.3091190108191654
chr2:25182710-25182796 chr2 25182710 25182796 0.0 0.0 0.3091190108191654 0.0
chr2:25182799-25182936 chr2 25182799 25182936 0.0 0.0 0.3091190108191654 0.0
chr2:25183033-25183047 chr2 25183033 25183047 0.0 0.0 0.3091190108191654 0.0
chr2:25183669-25183676 chr2 25183669 25183676 0.6182380216383307 0.0 0.0 0.0
chr2:25183714-25183734 chr2 25183714 25183734 0.0 0.0 0.0 0.3091190108191654
chr2:25184416-25184444 chr2 25184416 25184444 0.0 0.0 0.0 0.3091190108191654
chr2:25184427-25184428 chr2 25184427 25184428 0.0 0.3091190108191654 0.0 0.0
chr2:25184428-25184431 chr2 25184428 25184431 0.0 0.6182380216383307 0.0 0.0
chr2:25184431-25184439 chr2 25184431 25184439 0.0 0.9273570324574961 0.0 0.0
chr2:25184439-25184440 chr2 25184439 25184440 0.0 1.2364760432766615 0.0 0.0
chr2:25184440-25184443 chr2 25184440 25184443 0.0 1.545595054095827 0.0 0.0
chr2:25184443-25184450 chr2 25184443 25184450 0.0 1.8547140649149922 0.0 0.0
chr2:25184444-25184450 chr2 25184444 25184450 0.0 0.0 0.0 0.6182380216383307
chr2:25184450-25184451 chr2 25184450 25184451 30.293663060278206 29.057187017001546 2.472952086553323 0.0
chr2:25184450-25184452 chr2 25184450 25184452 0.0 0.0 0.0 7.727975270479134
chr2:25184451-25184452 chr2 25184451 25184452 31.53013910355487 29.984544049459043 0.0 0.0
chr2:25184451-25184453 chr2 25184451 25184453 0.0 0.0 3.091190108191654 0.0
chr2:25184452-25184453 chr2 25184452 25184453 32.1483771251932 30.293663060278206 0.0 8.0370942812983
chr2:25184453-25184454 chr2 25184453 25184454 36.16692426584235 31.53013910355487 4.01854714064915 0.0
chr2:25184453-25184455 chr2 25184453 25184455 0.0 0.0 0.0 8.964451313755795
chr2:25184454-25184455 chr2 25184454 25184455 38.948995363214834 32.766615146831526 4.327666151468315 0.0
chr2:25184455-25184456 chr2 25184455 25184456 42.04018547140649 34.003091190108194 5.255023183925811 9.582689335394127
chr2:25184456-25184457 chr2 25184456 25184457 48.53168469860896 36.476043276661514 5.873261205564142 9.891808346213292
chr2:25184457-25184458 chr2 25184457 25184458 52.24111282843895 36.78516228748068 6.491499227202473 10.510046367851622
chr2:25184458-25184459 chr2 25184458 25184459 64.91499227202473 0.0 0.0 0.0
chr2:25184458-25184460 chr2 25184458 25184460 0.0 39.876352395672335 0.0 0.0
chr2:25184458-25184464 chr2 25184458 25184464 0.0 0.0 0.0 12.673879443585781
chr2:25184458-25184466 chr2 25184458 25184466 0.0 0.0 9.273570324574962 0.0
chr2:25184459-25184461 chr2 25184459 25184461 65.2241112828439 0.0 0.0 0.0
chr2:25184460-25184461 chr2 25184460 25184461 0.0 39.258114374034 0.0 0.0
chr2:25184461-25184462 chr2 25184461 25184462 65.53323029366305 39.56723338485317 0.0 0.0
chr2:25184462-25184463 chr2 25184462 25184463 66.15146831530139 39.876352395672335 0.0 0.0
chr2:25184463-25184464 chr2 25184463 25184464 66.76970633693972 40.49459041731066 0.0 0.0
chr2:25184464-25184465 chr2 25184464 25184465 67.38794435857805 0.0 0.0 12.982998454404946
chr2:25184464-25184467 chr2 25184464 25184467 0.0 40.1854714064915 0.0 0.0
chr2:25184465-25184466 chr2 25184465 25184466 67.69706336939721 0.0 0.0 0.0
chr2:25184465-25184467 chr2 25184465 25184467 0.0 0.0 0.0 13.292117465224111
chr2:25184466-25184468 chr2 25184466 25184468 67.38794435857805 0.0 0.0 0.0
chr2:25184466-25184494 chr2 25184466 25184494 0.0 0.0 9.582689335394127 0.0
chr2:25184467-25184468 chr2 25184467 25184468 0.0 40.49459041731066 0.0 0.0
chr2:25184467-25184471 chr2 25184467 25184471 0.0 0.0 0.0 13.601236476043276
chr2:25184468-25184469 chr2 25184468 25184469 0.0 40.1854714064915 0.0 0.0
chr2:25184468-25184470 chr2 25184468 25184470 67.69706336939721 0.0 0.0 0.0
chr2:25184469-25184475 chr2 25184469 25184475 0.0 41.112828438948995 0.0 0.0
chr2:25184470-25184471 chr2 25184470 25184471 68.31530139103555 0.0 0.0 0.0
chr2:25184471-25184472 chr2 25184471 25184472 68.93353941267388 0.0 0.0 0.0
chr2:25184471-25184473 chr2 25184471 25184473 0.0 0.0 0.0 13.910355486862441
chr2:25184472-25184473 chr2 25184472 25184473 69.55177743431221 0.0 0.0 0.0
chr2:25184473-25184474 chr2 25184473 25184474 70.47913446676971 0.0 0.0 0.0
chr2:25184473-25184479 chr2 25184473 25184479 0.0 0.0 0.0 14.219474497681608
chr2:25184474-25184475 chr2 25184474 25184475 71.09737248840804 0.0 0.0 0.0
