test_id	block_id	gene_id	subject	cell_type	path	path_number	path_signature	proportion
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_2	INH_midbrain	Path 3	3	[[59705036, 59705125], [59692253, 59692265]]	0.3110928112515865
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_2	INH_migrating_interneuron	Path 1	1	[[59705036, 59705100], [59692253, 59692265]]	0.2821650874425577
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_2	INH_migrating_interneuron	Path 2	2	[[59705036, 59705114], [59692253, 59692265]]	0.4148391253956899
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_2	INH_migrating_interneuron	Path 3	3	[[59705036, 59705125], [59692253, 59692265]]	0.3029957871617523
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_2	ODC	Path 1	1	[[59705036, 59705100], [59692253, 59692265]]	0.2958722873491042
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_2	ODC	Path 2	2	[[59705036, 59705114], [59692253, 59692265]]	0.3991419418541094
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_2	ODC	Path 3	3	[[59705036, 59705125], [59692253, 59692265]]	0.3049857707967864
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_4	EX_cortical	Path 1	1	[[59705036, 59705100], [59692253, 59692265]]	0.154800349685637
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_4	EX_cortical	Path 2	2	[[59705036, 59705114], [59692253, 59692265]]	0.642370431784199
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_4	EX_cortical	Path 3	3	[[59705036, 59705125], [59692253, 59692265]]	0.2028292185301639
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_4	INH_medium_spiny	Path 1	1	[[59705036, 59705100], [59692253, 59692265]]	0.2860944577458577
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_4	INH_medium_spiny	Path 2	2	[[59705036, 59705114], [59692253, 59692265]]	0.3850363066209089
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_4	INH_medium_spiny	Path 3	3	[[59705036, 59705125], [59692253, 59692265]]	0.3288692356332334
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_4	INH_midbrain	Path 1	1	[[59705036, 59705100], [59692253, 59692265]]	0.2764996928188153
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_4	INH_midbrain	Path 2	2	[[59705036, 59705114], [59692253, 59692265]]	0.4111398202346939
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_4	INH_midbrain	Path 3	3	[[59705036, 59705125], [59692253, 59692265]]	0.3123604869464906
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_5	EX_cortical	Path 1	1	[[59705036, 59705100], [59692253, 59692265]]	0.1621668710946076
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_5	EX_cortical	Path 2	2	[[59705036, 59705114], [59692253, 59692265]]	0.6303327696637752
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_5	EX_cortical	Path 3	3	[[59705036, 59705125], [59692253, 59692265]]	0.2075003592416171
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_6	EX_cortical	Path 1	1	[[59705036, 59705100], [59692253, 59692265]]	0.2698954849017083
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_6	EX_cortical	Path 2	2	[[59705036, 59705114], [59692253, 59692265]]	0.4266565861472078
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_6	EX_cortical	Path 3	3	[[59705036, 59705125], [59692253, 59692265]]	0.3034479289510838
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_7	ASC	Path 1	1	[[59705036, 59705100], [59692253, 59692265]]	0.3016641728640535
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_7	ASC	Path 2	2	[[59705036, 59705114], [59692253, 59692265]]	0.3715609071634654
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_7	ASC	Path 3	3	[[59705036, 59705125], [59692253, 59692265]]	0.3267749199724812
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_7	EX_cortical	Path 1	1	[[59705036, 59705100], [59692253, 59692265]]	0.189250318660772
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_7	EX_cortical	Path 2	2	[[59705036, 59705114], [59692253, 59692265]]	0.6186877337036274
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_7	EX_cortical	Path 3	3	[[59705036, 59705125], [59692253, 59692265]]	0.1920619476356004
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_7	INH_medium_spiny	Path 1	1	[[59705036, 59705100], [59692253, 59692265]]	0.2733685392822029
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_7	INH_medium_spiny	Path 2	2	[[59705036, 59705114], [59692253, 59692265]]	0.455388658810312
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_7	INH_medium_spiny	Path 3	3	[[59705036, 59705125], [59692253, 59692265]]	0.2712428019074851
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_7	INH_migrating_interneuron	Path 1	1	[[59705036, 59705100], [59692253, 59692265]]	0.2137742490680413
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_7	INH_migrating_interneuron	Path 2	2	[[59705036, 59705114], [59692253, 59692265]]	0.5274628382231994
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_7	INH_migrating_interneuron	Path 3	3	[[59705036, 59705125], [59692253, 59692265]]	0.2587629127087593
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_7	ODC	Path 1	1	[[59705036, 59705100], [59692253, 59692265]]	0.2778244025394097
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_7	ODC	Path 2	2	[[59705036, 59705114], [59692253, 59692265]]	0.4047135294825679
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_7	ODC	Path 3	3	[[59705036, 59705125], [59692253, 59692265]]	0.3174620679780223
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_8	EX_cortical	Path 1	1	[[59705036, 59705100], [59692253, 59692265]]	0.1016969191098682
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_8	EX_cortical	Path 2	2	[[59705036, 59705114], [59692253, 59692265]]	0.7640093149178029
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_8	EX_cortical	Path 3	3	[[59705036, 59705125], [59692253, 59692265]]	0.1342937659723289
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_8	EX_hippocampus_pyramidal	Path 1	1	[[59705036, 59705100], [59692253, 59692265]]	0.2995555358646288
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_8	EX_hippocampus_pyramidal	Path 2	2	[[59705036, 59705114], [59692253, 59692265]]	0.4021419316672007
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_8	EX_hippocampus_pyramidal	Path 3	3	[[59705036, 59705125], [59692253, 59692265]]	0.2983025324681704
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_8	INH_medium_spiny	Path 1	1	[[59705036, 59705100], [59692253, 59692265]]	0.290031562692586
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_8	INH_medium_spiny	Path 2	2	[[59705036, 59705114], [59692253, 59692265]]	0.4011457857394611
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_8	INH_medium_spiny	Path 3	3	[[59705036, 59705125], [59692253, 59692265]]	0.308822651567953
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_8	INH_midbrain	Path 1	1	[[59705036, 59705100], [59692253, 59692265]]	0.2691820849159381
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_8	INH_midbrain	Path 2	2	[[59705036, 59705114], [59692253, 59692265]]	0.4377901497333447
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_8	INH_midbrain	Path 3	3	[[59705036, 59705125], [59692253, 59692265]]	0.293027765350717
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_8	INH_migrating_interneuron	Path 1	1	[[59705036, 59705100], [59692253, 59692265]]	0.3025652627689313
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_8	INH_migrating_interneuron	Path 2	2	[[59705036, 59705114], [59692253, 59692265]]	0.3710344677865882
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_8	INH_migrating_interneuron	Path 3	3	[[59705036, 59705125], [59692253, 59692265]]	0.3264002694444806
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_8	ODC	Path 1	1	[[59705036, 59705100], [59692253, 59692265]]	0.311042907607893
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_8	ODC	Path 2	2	[[59705036, 59705114], [59692253, 59692265]]	0.37388007636837
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_8	ODC	Path 3	3	[[59705036, 59705125], [59692253, 59692265]]	0.315077016023737
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_9	EX_cortical	Path 1	1	[[59705036, 59705100], [59692253, 59692265]]	0.2810443727581094
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_9	EX_cortical	Path 2	2	[[59705036, 59705114], [59692253, 59692265]]	0.4200950697569625
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	A_9	EX_cortical	Path 3	3	[[59705036, 59705125], [59692253, 59692265]]	0.298860557484928
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_1	EX_cortical	Path 1	1	[[59705036, 59705100], [59692253, 59692265]]	0.1912018311464078
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_1	EX_cortical	Path 2	2	[[59705036, 59705114], [59692253, 59692265]]	0.5984688823077757
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_1	EX_cortical	Path 3	3	[[59705036, 59705125], [59692253, 59692265]]	0.2103292865458164
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_2	EX_cortical	Path 1	1	[[59705036, 59705100], [59692253, 59692265]]	0.2544040837606967
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_2	EX_cortical	Path 2	2	[[59705036, 59705114], [59692253, 59692265]]	0.5064678857839874
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_2	EX_cortical	Path 3	3	[[59705036, 59705125], [59692253, 59692265]]	0.239128030455316
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_2	EX_hippocampus_granule	Path 1	1	[[59705036, 59705100], [59692253, 59692265]]	0.2554828888436893
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_2	EX_hippocampus_granule	Path 2	2	[[59705036, 59705114], [59692253, 59692265]]	0.4847547344560227
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_2	EX_hippocampus_granule	Path 3	3	[[59705036, 59705125], [59692253, 59692265]]	0.259762376700288
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_2	INH_medium_spiny	Path 1	1	[[59705036, 59705100], [59692253, 59692265]]	0.2443291134941687
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_2	INH_medium_spiny	Path 2	2	[[59705036, 59705114], [59692253, 59692265]]	0.5261918442056389
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_2	INH_medium_spiny	Path 3	3	[[59705036, 59705125], [59692253, 59692265]]	0.2294790423001924
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_2	INH_midbrain	Path 1	1	[[59705036, 59705100], [59692253, 59692265]]	0.2251843984249736
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_2	INH_midbrain	Path 2	2	[[59705036, 59705114], [59692253, 59692265]]	0.5214330390982241
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_2	INH_midbrain	Path 3	3	[[59705036, 59705125], [59692253, 59692265]]	0.2533825624768022
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_2	ODC	Path 1	1	[[59705036, 59705100], [59692253, 59692265]]	0.2905160579954176
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_2	ODC	Path 2	2	[[59705036, 59705114], [59692253, 59692265]]	0.414074693434233
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_2	ODC	Path 3	3	[[59705036, 59705125], [59692253, 59692265]]	0.2954092485703494
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_3	EX_cortical	Path 1	1	[[59705036, 59705100], [59692253, 59692265]]	0.1279827119575777
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_3	EX_cortical	Path 2	2	[[59705036, 59705114], [59692253, 59692265]]	0.755911775831593
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_3	EX_cortical	Path 3	3	[[59705036, 59705125], [59692253, 59692265]]	0.1161055122108292
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_3	INH_medium_spiny	Path 1	1	[[59705036, 59705100], [59692253, 59692265]]	0.291177576995518
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_3	INH_medium_spiny	Path 2	2	[[59705036, 59705114], [59692253, 59692265]]	0.3727416137263187
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_3	INH_medium_spiny	Path 3	3	[[59705036, 59705125], [59692253, 59692265]]	0.3360808092781632
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_4	INH_midbrain	Path 1	1	[[59705036, 59705100], [59692253, 59692265]]	0.2423216801128877
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_4	INH_midbrain	Path 2	2	[[59705036, 59705114], [59692253, 59692265]]	0.511565475156901
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_4	INH_midbrain	Path 3	3	[[59705036, 59705125], [59692253, 59692265]]	0.2461128447302112
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_5	EX_cortical	Path 1	1	[[59705036, 59705100], [59692253, 59692265]]	0.3214071364486203
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_5	EX_cortical	Path 2	2	[[59705036, 59705114], [59692253, 59692265]]	0.3512218604413334
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_5	EX_cortical	Path 3	3	[[59705036, 59705125], [59692253, 59692265]]	0.3273710031100462
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_5	INH_medium_spiny	Path 1	1	[[59705036, 59705100], [59692253, 59692265]]	0.327849793829956
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_5	INH_medium_spiny	Path 2	2	[[59705036, 59705114], [59692253, 59692265]]	0.3458407078815668
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_5	INH_medium_spiny	Path 3	3	[[59705036, 59705125], [59692253, 59692265]]	0.326309498288477
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_6	EX_cortical	Path 1	1	[[59705036, 59705100], [59692253, 59692265]]	0.3066535929568547
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_6	EX_cortical	Path 2	2	[[59705036, 59705114], [59692253, 59692265]]	0.3896870137683083
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_6	EX_cortical	Path 3	3	[[59705036, 59705125], [59692253, 59692265]]	0.3036593932748369
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_7	EX_cortical	Path 1	1	[[59705036, 59705100], [59692253, 59692265]]	0.2637689571561233
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_7	EX_cortical	Path 2	2	[[59705036, 59705114], [59692253, 59692265]]	0.4384773503978311
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_7	EX_cortical	Path 3	3	[[59705036, 59705125], [59692253, 59692265]]	0.2977536924460455
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_8	EX_cortical	Path 1	1	[[59705036, 59705100], [59692253, 59692265]]	0.1316309386856955
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_8	EX_cortical	Path 2	2	[[59705036, 59705114], [59692253, 59692265]]	0.7081453918463841
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_8	EX_cortical	Path 3	3	[[59705036, 59705125], [59692253, 59692265]]	0.1602236694679203
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_8	INH_medium_spiny	Path 1	1	[[59705036, 59705100], [59692253, 59692265]]	0.2769460099323717
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_8	INH_medium_spiny	Path 2	2	[[59705036, 59705114], [59692253, 59692265]]	0.4279919607326359
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_8	INH_medium_spiny	Path 3	3	[[59705036, 59705125], [59692253, 59692265]]	0.2950620293349923
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_8	INH_midbrain	Path 1	1	[[59705036, 59705100], [59692253, 59692265]]	0.3021632242351302
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_8	INH_midbrain	Path 2	2	[[59705036, 59705114], [59692253, 59692265]]	0.3595500885866878
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_8	INH_midbrain	Path 3	3	[[59705036, 59705125], [59692253, 59692265]]	0.3382866871781819
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_8	INH_migrating_interneuron	Path 1	1	[[59705036, 59705100], [59692253, 59692265]]	0.308439683922047
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_8	INH_migrating_interneuron	Path 2	2	[[59705036, 59705114], [59692253, 59692265]]	0.3703395468229736
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	B_8	INH_migrating_interneuron	Path 3	3	[[59705036, 59705125], [59692253, 59692265]]	0.3212207692549793
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	C_1	EX_cortical	Path 1	1	[[59705036, 59705100], [59692253, 59692265]]	0.2387567307434695
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	C_1	EX_cortical	Path 2	2	[[59705036, 59705114], [59692253, 59692265]]	0.4776404362502587
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	C_1	EX_cortical	Path 3	3	[[59705036, 59705125], [59692253, 59692265]]	0.2836028330062718
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	C_1	INH_migrating_interneuron	Path 1	1	[[59705036, 59705100], [59692253, 59692265]]	0.2504592918126486
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	C_1	INH_migrating_interneuron	Path 2	2	[[59705036, 59705114], [59692253, 59692265]]	0.4406881696635837
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	C_1	INH_migrating_interneuron	Path 3	3	[[59705036, 59705125], [59692253, 59692265]]	0.3088525385237675
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	C_2	EX_cortical	Path 1	1	[[59705036, 59705100], [59692253, 59692265]]	0.0518411767210215
ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16:B1	ENSMUSG00000021557.16	C_2	EX_cortical	Path 2	2	[[59705036, 59705114], [59692253, 59692265]]	0.8907792019591505
