test_id	path_number	path	min_usage	max_usage	usage_span	min_cell_type	max_cell_type	n_dominant_paths	block_id	gene_id	gene_name	event_type	event_components	chromosome	strand	left_anchor	right_anchor	n_tested_paths	tested_path_signatures	n_test_levels	statistic	empirical_p_value	fdr	dominant_path_switch
ENSMUSG00000024462.18:B1	4	Path 4	0.3344166096315498	0.7893303810163541	0.4549137713848043	ODC	EX_thalamus	2	ENSMUSG00000024462.18:B1	ENSMUSG00000024462.18	Gabbr1	whole-gene complex		chr17	+			4	[[[37356857, 37357181], [37357586, 37357668], [37358345, 37358549], [37359312, 37359498], [37360668, 37360689], [37361890, 37362051], [37365022, 37365157], [37365628, 37365799], [37366737, 37366839], [37367187, 37367253], [37367679, 37367871], [37373425, 37373668], [37374221, 37374285], [37375551, 37375629], [37378105, 37378256], [37378667, 37378800], [37380003, 37380120], [37380204, 37380312], [37380872, 37380966], [37381545, 37381673], [37382744, 37382873], [37383035, 37383179], [37383744, 37385959]], [[37356919, 37357181], [37357586, 37357668], [37358345, 37358549], [37359312, 37360359]], [[37357459, 37357668], [37358345, 37358549], [37359312, 37360359]], [[37361522, 37362051], [37365022, 37365157], [37365628, 37365799], [37366737, 37366839], [37367187, 37367253], [37367679, 37367871], [37373425, 37373668], [37374221, 37374285], [37375551, 37375629], [37378105, 37378256], [37378667, 37378800], [37380003, 37380120], [37380204, 37380312], [37380872, 37380966], [37381545, 37381673], [37382744, 37382873], [37383035, 37383179], [37383744, 37385196]]]	8	128.2345988574941	9.52653138992093e-05	0.0009589405456861	True
ENSMUSG00000025576.18:B1	2	Path 2	0.1343581008145804	0.5888920469035919	0.45453394608901143	EX_cerebellum_granule	INH_medium_spiny	2	ENSMUSG00000025576.18:B1	ENSMUSG00000025576.18	Rbfox3	alternative first region	alternative acceptor; mutually exclusive exons	chr11	-	[118561474, 118561579]		3	[[[118800129, 118800376], [118702103, 118702242]], [[118800129, 118800398], [118702103, 118702242]], [[118802261, 118802423], [118702103, 118702242]]]	4	26.74486369663322	0.000446328944432	0.0019108457933496	True
ENSMUSG00000055254.16:B1	2	Path 2	0.08942923317041236	0.5099026998356182	0.42047346666520585	ASC	EX_cerebellum_granule	3	ENSMUSG00000055254.16:B1	ENSMUSG00000055254.16	Ntrk2	alternative first region	cassette exon; multi-exon skipping	chr13	+		[58956504, 58956754]	3	[[], [[58955510, 58955827], [58956198, 58956504]], [[58956094, 58956504]]]	8	204.4473392680597	9.52653138992093e-05	0.0009589405456861	True
ENSMUSG00000055254.16:B2	4	Path 4	0.08826060404308397	0.5062955949820857	0.41803499093900165	ASC	EX_cerebellum_granule	2	ENSMUSG00000055254.16:B2	ENSMUSG00000055254.16	Ntrk2	alternative last region	alternative acceptor; mutually exclusive exons	chr13	+	[59025976, 59026076]		4	[[[59035005, 59036293]], [[59035084, 59036293]], [[59079836, 59084841]], [[59133615, 59133804], [59185780, 59185911], [59202106, 59202279], [59208041, 59208276], [59274246, 59274405], [59275981, 59281784]]]	8	303.78680152992933	9.52653138992093e-05	0.0009589405456861	True
ENSMUSG00000032936.14:B1	1	Path 1	0.38810292654881234	0.8056615963446733	0.4175586697958609	EX_hippocampus_granule	EX_cerebellum_granule	2	ENSMUSG00000032936.14:B1	ENSMUSG00000032936.14	Camkv	alternative first region	mutually exclusive exons	chr9	+		[107822477, 107822581]	2	[[[107812872, 107813250]], [[107822457, 107822477]]]	7	21.16043058933744	0.0020084802499442	0.0065755575829974	True
ENSMUSG00000055013.17:B1	1	Path 1	0.15710889531701322	0.5555627679472529	0.3984538726302397	EX_cerebellum_granule	ODC	2	ENSMUSG00000055013.17:B1	ENSMUSG00000055013.17	Agap1	alternative first region	mutually exclusive exons	chr1	+		[89532319, 89532378]	2	[[[89382527, 89383314]], [[89507957, 89509375]]]	5	11.089596381943457	0.0210787352758834	0.0478842187836076	True
ENSMUSG00000020181.19:B1	1	Path 1	0.31599759772784947	0.7055198393180072	0.38952224159015775	EX_cerebellum_granule	INH_medium_spiny	2	ENSMUSG00000020181.19:B1	ENSMUSG00000020181.19	Nav3	alternative first region		chr10	-	[109660433, 109660542]		2	[[[109667753, 109669082]], [[109835837, 109836080], [109739606, 109739724], [109738922, 109738975], [109719474, 109719547], [109716395, 109716579], [109702791, 109702860], [109699612, 109699752], [109688365, 109689395], [109677563, 109677679]]]	5	18.49699972739822	0.0004959702417854	0.0020542395363254	True
ENSMUSG00000028528.18:B1	1	Path 1	0.01711580085249954	0.40565117219297925	0.3885353713404797	INH_midbrain	EX_cerebellum_granule	2	ENSMUSG00000028528.18:B1	ENSMUSG00000028528.18	Dnajc6	alternative first region	alternative acceptor; mutually exclusive exons	chr4	+		[101454997, 101455148]	5	[[[101353844, 101353960], [101389194, 101389259]], [[101365067, 101365379]], [[101365196, 101365379]], [[101407676, 101408052]], [[101407790, 101408052]]]	6	270.6453124823868	9.52653138992093e-05	0.0009589405456861	True
ENSMUSG00000022957.21:B1	1	Path 1	0.3174959483282626	0.6980563255025861	0.3805603771743235	ASC	INH_midbrain	2	ENSMUSG00000022957.21:B1	ENSMUSG00000022957.21	Itsn1	whole-gene complex	retained intron	chr16	+			7	[[[91526240, 91526487], [91579048, 91579108], [91580950, 91581043], [91582175, 91582239], [91590494, 91590655], [91598414, 91598594], [91599922, 91600019], [91602980, 91603081], [91608977, 91609041], [91612289, 91612427], [91613732, 91613845], [91615295, 91615558], [91617338, 91617488], [91617566, 91617707], [91624748, 91624836], [91625081, 91625221], [91633948, 91634076], [91636503, 91636730], [91638376, 91638498], [91639515, 91639530], [91645609, 91645857], [91647693, 91647853], [91650582, 91650788], [91651460, 91651543], [91655096, 91655263], [91658081, 91658127], [91660144, 91660266], [91664907, 91665025], [91666505, 91666697], [91684287, 91684409], [91686005, 91686112], [91690679, 91690863], [91693214, 91693313], [91696392, 91696560], [91702174, 91702387], [91703645, 91703767], [91705290, 91705373], [91705653, 91705737], [91706092, 91706266], [91708748, 91710876]], [[91526257, 91526487], [91579048, 91579108], [91580950, 91581043], [91582175, 91582239], [91590494, 91590655], [91598414, 91598594], [91599922, 91600019], [91602980, 91603081], [91608977, 91609041], [91612289, 91612427], [91613732, 91613845], [91615295, 91615558], [91617338, 91617488], [91617566, 91617707], [91624748, 91624836], [91625081, 91629241]], [[91526258, 91526487], [91579048, 91579108], [91580950, 91581043], [91582175, 91582239], [91590494, 91590655], [91598414, 91598594], [91599922, 91600019], [91602980, 91603081], [91608977, 91609041], [91612289, 91612427], [91613732, 91613845], [91615295, 91615558], [91617338, 91617488], [91617566, 91617707], [91624748, 91624836], [91625081, 91625221], [91633948, 91634076], [91636503, 91636730], [91638376, 91638498], [91645609, 91645857], [91647693, 91647853], [91650582, 91650788], [91651460, 91651543], [91655096, 91655263], [91658081, 91658127], [91660144, 91660266], [91664907, 91665025], [91666505, 91666697], [91667080, 91668543]], [[91526260, 91526487], [91579048, 91579108], [91580950, 91581043], [91582175, 91582239], [91590494, 91590655], [91598414, 91598594], [91599922, 91600019], [91602980, 91603081], [91608977, 91609041], [91612289, 91612427], [91613732, 91613845], [91615295, 91615558], [91617338, 91617488], [91617566, 91617707], [91624748, 91624836], [91625081, 91625221], [91633948, 91634076], [91636503, 91636730], [91638376, 91638498], [91645609, 91645857], [91647693, 91647853], [91650582, 91650788], [91651460, 91651543], [91660144, 91660266], [91664907, 91665025], [91666505, 91666697], [91667080, 91668541]], [[91526479, 91526487], [91579048, 91579108], [91580950, 91581043], [91582175, 91582239], [91590494, 91590655], [91598414, 91598594], [91599922, 91600019], [91602980, 91603081], [91608977, 91609041], [91612289, 91612427], [91613732, 91613845], [91615295, 91615558], [91617338, 91617488], [91617566, 91617707], [91624748, 91624836], [91625081, 91625221], [91633948, 91634076], [91636503, 91636730], [91638376, 91638498], [91639515, 91639530], [91645609, 91645857], [91647693, 91647853], [91650582, 91650788], [91651460, 91651543], [91660144, 91660266], [91664907, 91665025], [91666505, 91666697], [91667080, 91667385]], [[91700916, 91701326], [91702174, 91702387], [91703645, 91703767], [91705290, 91705373], [91705653, 91705737], [91706092, 91706266], [91708748, 91709224]], [[91700958, 91701101], [91701184, 91701326], [91702174, 91702387], [91703645, 91703767], [91705290, 91705373], [91705653, 91705737], [91706092, 91706266], [91708748, 91709224]]]	5	44.33716855333967	0.0218157568829189	0.0491821050740235	True
ENSMUSG00000026959.14:B3	2	Path 2	0.1557208995939201	0.5286771430258422	0.37295624343192213	INH_midbrain	EX_cerebellum_granule	2	ENSMUSG00000026959.14:B3	ENSMUSG00000026959.14	Grin1	cassette exon	cassette exon	chr2	-	[25181192, 25182140]	[25185803, 25185949]	2	[[[25182140, 25182496]], [[25184449, 25184560], [25182140, 25182496]]]	5	18.45594213739979	0.0004959702417854	0.0020542395363254	True
ENSMUSG00000025576.18:B4	2	Path 2	0.3838484612816131	0.7555575976243183	0.3717091363427052	EX_cerebellum_granule	INH_medium_spiny	2	ENSMUSG00000025576.18:B4	ENSMUSG00000025576.18	Rbfox3	cassette exon	cassette exon	chr11	-	[118387176, 118387216]	[118387763, 118387896]	2	[[], [[118387216, 118387357]]]	4	14.459958962999414	0.0006299609424215	0.0023922397408375	True
ENSMUSG00000024758.16:B1	1	Path 1	0.4025738382467476	0.7579631897737193	0.35538935152697176	EX_cerebellum_granule	INH_medium_spiny	2	ENSMUSG00000024758.16:B1	ENSMUSG00000024758.16	Rtn3	alternative first region	alternative acceptor	chr19	-	[7460303, 7460567]		2	[[[7460567, 7460637]], [[7460567, 7460646]]]	6	23.63943188104721	0.000395491398062	0.0017478168236937	True
ENSMUSG00000022010.20:B1	1	Path 1	0.1871895103883708	0.5400215414179416	0.3528320310295707	EX_cerebellum_granule	EX_cortical	2	ENSMUSG00000022010.20:B1	ENSMUSG00000022010.20	Tsc22d1	alternative first region	alternative acceptor; mutually exclusive exons	chr14	+		[76742688, 76742737]	7	[[[76653026, 76656449]], [[76714356, 76714463]], [[76725198, 76725364]], [[76725875, 76726115]], [[76741917, 76742281]], [[76741969, 76742281]], [[76742537, 76742688]]]	4	60.83635754655781	0.000476326569496	0.0020246721247552	True
ENSMUSG00000062078.16:B2	1	Path 1	0.266253926561263	0.6178307634531096	0.3515768368918466	EX_cerebellum_granule	INH_migrating_interneuron	2	ENSMUSG00000062078.16:B2	ENSMUSG00000062078.16	Qki	compound internal	alternative acceptor; cassette exon	chr17	-	[10432287, 10432362]	[10435088, 10435388]	3	[[], [[10432362, 10433123]], [[10432362, 10434403]]]	5	30.15877476552737	0.0037153472420691	0.0109684147427975	True
ENSMUSG00000061751.17:B1	4	Path 4	0.08206719962228455	0.43237031856469066	0.3503031189424061	EX_hippocampus_pyramidal	INH_midbrain	2	ENSMUSG00000061751.17:B1	ENSMUSG00000061751.17	Kalrn	whole-gene complex		chr16	-			5	[[[33916165, 33916398], [33875201, 33875485], [33873929, 33874034], [33860248, 33860379], [33855862, 33855929], [33855422, 33855526], [33855205, 33855275], [33854825, 33854912], [33853876, 33853969], [33852787, 33852838], [33851923, 33852001], [33849009, 33849195], [33848307, 33848479], [33836761, 33837000], [33834327, 33834584], [33833515, 33834051]], [[33983436, 33983649], [33936591, 33936835], [33875201, 33875485], [33873929, 33874034], [33860248, 33860379], [33855862, 33855929], [33855422, 33855526], [33855205, 33855275], [33854825, 33854912], [33853876, 33853969], [33852787, 33852838], [33851923, 33852001], [33849009, 33849195], [33848307, 33848479], [33836761, 33837000], [33833501, 33834584]], [[34082997, 34083209], [34076560, 34076730], [34072594, 34072769], [34064140, 34064336], [34055614, 34055781], [34047396, 34047516], [34040425, 34040644], [34038165, 34038315], [34035384, 34035499], [34033160, 34033276], [34032527, 34032650], [34025517, 34025700], [34024230, 34024349], [34019554, 34019621], [34018762, 34018872], [34010037, 34010107], [34007784, 34007874], [34003027, 34003120], [33998350, 33998777]], [[34277250, 34277287], [34212404, 34212479], [34205654, 34205769], [34181186, 34181379], [34177254, 34177767], [34152493, 34152616], [34134538, 34134730], [34130805, 34130937], [34127978, 34128209], [34114487, 34114610], [34082997, 34083189], [34076521, 34076730], [34072594, 34072769], [34064140, 34064336], [34055614, 34055781], [34047396, 34047516], [34040425, 34040617], [34038165, 34038315], [34035384, 34035499], [34033160, 34033276], [34032527, 34032650], [34025517, 34025700], [34024230, 34024349], [34019554, 34019621], [34018762, 34018872], [34010037, 34010107], [34007784, 34007874], [34003027, 34003120], [33998665, 33998777], [33996636, 33996827], [33996098, 33996200], [33994754, 33994897], [33991641, 33991744], [33936591, 33936835], [33875201, 33875485], [33873929, 33874034], [33870199, 33870292], [33860248, 33860379], [33855862, 33855929], [33855422, 33855526], [33855205, 33855275], [33854825, 33854912], [33853876, 33853969], [33852787, 33852838], [33851923, 33852001], [33849009, 33849195], [33848307, 33848479], [33836761, 33837000], [33834327, 33834584], [33830891, 33831015], [33829639, 33829699], [33814005, 33814033], [33813228, 33813400], [33810137, 33810259], [33809139, 33809271], [33807455, 33807620], [33805544, 33805623], [33803057, 33803258], [33797895, 33798034], [33795864, 33796449]], [[34334283, 34334456], [34212404, 34212479], [34205654, 34205769], [34181186, 34181379], [34177254, 34177767], [34152493, 34152616], [34134538, 34134730], [34130805, 34130937], [34127978, 34128209], [34114487, 34114610], [34082997, 34083189], [34076521, 34076730], [34072594, 34072769], [34064140, 34064336], [34055614, 34055781], [34047396, 34047516], [34040425, 34040644], [34038165, 34038315], [34035384, 34035499], [34033160, 34033276], [34032527, 34032650], [34025517, 34025700], [34024230, 34024349], [34019554, 34019621], [34018762, 34018872], [34010037, 34010107], [34007784, 34007874], [34003027, 34003120], [33998665, 33998777], [33996636, 33996827], [33996098, 33996200], [33994754, 33994897], [33991641, 33991744], [33972404, 33973875]]]	8	365.2291208178951	9.52653138992093e-05	0.0009589405456861	True
ENSMUSG00000000631.21:B1	1	Path 1	0.12931410788589995	0.4700597167218402	0.3407456088359403	ASC	INH_midbrain	2	ENSMUSG00000000631.21:B1	ENSMUSG00000000631.21	Myo18a	alternative first region	alternative acceptor; mutually exclusive exons	chr11	+		[77709406, 77709620]	8	[[[77654071, 77654205], [77668060, 77669140], [77708444, 77708532], [77708724, 77708831], [77708927, 77709104]], [[77662976, 77663051], [77668060, 77669140], [77708444, 77708532], [77708724, 77708831], [77708927, 77709104]], [[77668090, 77669140], [77708444, 77708532], [77708724, 77708831], [77708927, 77709104]], [[77668141, 77669140], [77706681, 77706717], [77708444, 77708532], [77708724, 77708831], [77708927, 77709104]], [[77692123, 77692206], [77708444, 77708532], [77708724, 77708831], [77708927, 77709104]], [[77692175, 77692206], [77706681, 77706717], [77708444, 77708532], [77708724, 77708831], [77708927, 77709104]], [[77692200, 77692206], [77708444, 77708532], [77708724, 77708831], [77708927, 77709104]], [[77702340, 77702407], [77702834, 77703017]]]	4	77.15466377405339	9.52653138992093e-05	0.0009589405456861	True
ENSMUSG00000045962.17:B1	4	Path 4	0.2477366520399077	0.5740803914509139	0.32634373941100625	ODC	EX_cerebellum_granule	2	ENSMUSG00000045962.17:B1	ENSMUSG00000045962.17	Wnk1	whole-gene complex	mutually exclusive exons	chr6	-			4	[[[119939268, 119940694]], [[120013834, 120015616], [119979153, 119979326], [119969300, 119969521], [119967052, 119967210], [119949728, 119949817], [119947818, 119948038], [119946197, 119946531], [119945436, 119945624], [119939357, 119940593], [119937604, 119937685], [119933031, 119933157], [119929645, 119929930], [119928858, 119928956], [119928595, 119928758], [119927975, 119928092], [119927459, 119927633], [119927203, 119927261], [119926968, 119927091], [119924935, 119926380], [119923197, 119923281], [119921661, 119921745], [119920766, 119920827], [119916598, 119916663], [119914317, 119914979], [119913329, 119913532], [119911216, 119911411], [119904007, 119904195], [119900931, 119903648]], [[120013834, 120015616], [119979153, 119979326], [119969300, 119969521], [119967052, 119967210], [119949728, 119949817], [119947818, 119948038], [119946197, 119946531], [119945436, 119945624], [119942625, 119942883], [119939357, 119940593], [119937604, 119937685], [119933031, 119933157], [119928858, 119928956], [119928595, 119928758], [119927975, 119928092], [119927459, 119927633], [119927203, 119927261], [119926968, 119927091], [119924935, 119926380], [119923197, 119923281], [119921661, 119921745], [119920766, 119920827], [119916598, 119916663], [119914317, 119914979], [119913329, 119913532], [119911216, 119911411], [119904007, 119904195], [119900931, 119903648]], [[120013834, 120015633], [119979153, 119979326], [119969300, 119969521], [119967052, 119967210], [119949728, 119949817], [119947818, 119948038], [119946197, 119946531], [119945436, 119945624], [119937604, 119937685], [119933031, 119933157], [119930731, 119931193], [119929645, 119929930], [119928858, 119928956], [119928595, 119928758], [119927975, 119928092], [119927459, 119927633], [119927203, 119927261], [119926968, 119927091], [119924935, 119926380], [119923197, 119923281], [119921661, 119921745], [119920766, 119920827], [119916598, 119916663], [119914317, 119914979], [119913329, 119913532], [119911216, 119911411], [119904007, 119904195], [119900929, 119903648]]]	7	98.68857242308576	9.52653138992093e-05	0.0009589405456861	True
ENSMUSG00000032503.19:B1	3	Path 3	0.1538655824589157	0.4765975541124727	0.32273197165355694	INH_midbrain	INH_medium_spiny	2	ENSMUSG00000032503.19:B1	ENSMUSG00000032503.19	Arpp21	alternative first region	cassette exon; multi-exon skipping; mutually exclusive exons	chr9	-	[112014676, 112014837]		6	[[[112014975, 112015017]], [[112016657, 112016834]], [[112016928, 112016997], [112016657, 112016834], [112016537, 112016575]], [[112045995, 112046329], [112016657, 112016834]], [[112046323, 112046419], [112016657, 112016834]], [[112061402, 112061569], [112016657, 112016834]]]	5	139.2887415346858	9.52653138992093e-05	0.0009589405456861	True
ENSMUSG00000032503.19:B2	5	Path 5	0.15485522939892948	0.4771586216995089	0.3223033923005794	INH_midbrain	INH_medium_spiny	2	ENSMUSG00000032503.19:B2	ENSMUSG00000032503.19	Arpp21	alternative last region		chr9	-		[112012562, 112012652]	5	[[[112008095, 112008240], [112006725, 112006804], [112006001, 112006061], [112005162, 112005303], [111972376, 111972606], [111965521, 111965749], [111956346, 111956528], [111953807, 111954068], [111948250, 111948377], [111945287, 111945835]], [[112008095, 112008240], [112006725, 112006804], [112006001, 112006061], [112005162, 112005303], [111986757, 111986866], [111978402, 111978440], [111972376, 111972606], [111965521, 111965749], [111956346, 111956528], [111955502, 111955607], [111953807, 111954068], [111948250, 111948377], [111896228, 111896377], [111894327, 111895090]], [[112008095, 112008240], [112006725, 112006804], [112006001, 112006061], [112005162, 112005303], [111986757, 111986866], [111978402, 111978440], [111976490, 111976550], [111972376, 111972606], [111965521, 111965749], [111956346, 111956528], [111955502, 111955607], [111953807, 111954068], [111948250, 111948377], [111896228, 111896377], [111894158, 111895090]], [[112008095, 112008240], [112006725, 112006804], [112006001, 112006061], [112005162, 112005303], [111990005, 111990701]], [[112009099, 112011888]]]	5	119.51083732379388	9.52653138992093e-05	0.0009589405456861	True
ENSMUSG00000058756.14:B1	2	Path 2	0.41796560367365915	0.7378721806973609	0.3199065770237018	EX_cortical	EX_cerebellum_granule	2	ENSMUSG00000058756.14:B1	ENSMUSG00000058756.14	Thra	alternative first region	cassette exon	chr11	+		[98632698, 98632832]	2	[[], [[98632636, 98632698]]]	6	29.16892064073111	0.000197745699031	0.0010607984637779	True
ENSMUSG00000021071.18:B1	3	Path 3	0.08423107660599143	0.3756274081635405	0.29139633155754907	INH_midbrain	INH_medium_spiny	2	ENSMUSG00000021071.18:B1	ENSMUSG00000021071.18	Trim9	alternative first region	alternative acceptor	chr12	-	[70393120, 70394100]		4	[[[70394100, 70394104]], [[70394100, 70394106]], [[70394100, 70394124]], [[70394100, 70394388]]]	5	39.324037460432784	0.002762694103077	0.008693212363216	True
ENSMUSG00000031748.17:B1	1	Path 1	0.11520580547684259	0.40276958024927617	0.28756377477243356	EX_cerebellum_granule	ODC	3	ENSMUSG00000031748.17:B1	ENSMUSG00000031748.17	Gnao1	alternative first region	alternative acceptor; cassette exon	chr8	+		[94537940, 94538081]	3	[[], [[94537465, 94537940]], [[94537467, 94537940]]]	7	125.17819903867316	9.52653138992093e-05	0.0009589405456861	True
ENSMUSG00000015599.10:B1	1	Path 1	0.3172693086021433	0.6035390076954609	0.28626969909331756	EX_cerebellum_granule	EX_cortical	2	ENSMUSG00000015599.10:B1	ENSMUSG00000015599.10	Ttbk1	alternative first region	multi-exon skipping	chr17	-	[46795075, 46795221]		2	[[], [[46798351, 46798601], [46795221, 46795237]]]	5	15.195119971189763	0.0034717916924984	0.0103399013450497	True
ENSMUSG00000061601.16:B1	1	Path 1	0.2807403595040874	0.5647389470355135	0.28399858753142615	INH_midbrain	EX_thalamus	2	ENSMUSG00000061601.16:B1	ENSMUSG00000061601.16	Pclo	alternative last region		chr5	+	[14843845, 14844040]		2	[[[14844040, 14846007]], [[14861623, 14861765], [14867280, 14867348], [14905556, 14905691], [14906917, 14907063], [14908759, 14913473]]]	11	60.1059909674748	9.52653138992093e-05	0.0009589405456861	True
