test_id	block_id	gene_id	gene_name	event_type	event_components	chromosome	strand	left_anchor	right_anchor	n_tested_paths	tested_path_signatures	n_test_levels	statistic	empirical_p_value	fdr
ENSMUSG00000002265.18:B1|cell_type|EX_cerebellum_granule|INH_midbrain	ENSMUSG00000002265.18:B1	ENSMUSG00000002265.18	Peg3	cassette exon	cassette exon	chr7	-	[6721424, 6721555]	[6729488, 6729573]	2	[[], [[6721555, 6721847]]]	2	29.39100627662577	0.0003810249571346	0.0038739264974447
ENSMUSG00000002265.18:B1|cell_type|EX_cortical|EX_thalamus	ENSMUSG00000002265.18:B1	ENSMUSG00000002265.18	Peg3	cassette exon	cassette exon	chr7	-	[6721424, 6721555]	[6729488, 6729573]	2	[[], [[6721555, 6721847]]]	2	28.108119138757363	0.0027714148355532	0.016124984413757
ENSMUSG00000002265.18:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000002265.18:B1	ENSMUSG00000002265.18	Peg3	cassette exon	cassette exon	chr7	-	[6721424, 6721555]	[6729488, 6729573]	2	[[], [[6721555, 6721847]]]	2	84.57658489731094	3.1724881824815205e-05	0.001049508388176
ENSMUSG00000002265.18:B1|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000002265.18:B1	ENSMUSG00000002265.18	Peg3	cassette exon	cassette exon	chr7	-	[6721424, 6721555]	[6729488, 6729573]	2	[[], [[6721555, 6721847]]]	2	51.19735564633221	3.1724881824815205e-05	0.001049508388176
ENSMUSG00000002265.18:B1|cell_type|EX_thalamus|INH_midbrain	ENSMUSG00000002265.18:B1	ENSMUSG00000002265.18	Peg3	cassette exon	cassette exon	chr7	-	[6721424, 6721555]	[6729488, 6729573]	2	[[], [[6721555, 6721847]]]	2	12.79371852671861	0.0092474760329176	0.0387625941980473
ENSMUSG00000002265.18:B1|cell_type|EX_thalamus|INH_migrating_interneuron	ENSMUSG00000002265.18:B1	ENSMUSG00000002265.18	Peg3	cassette exon	cassette exon	chr7	-	[6721424, 6721555]	[6729488, 6729573]	2	[[], [[6721555, 6721847]]]	2	18.391839181829937	0.0092474760329176	0.0387625941980473
ENSMUSG00000002265.18:B1|cell_type|INH_medium_spiny|INH_midbrain	ENSMUSG00000002265.18:B1	ENSMUSG00000002265.18	Peg3	cassette exon	cassette exon	chr7	-	[6721424, 6721555]	[6729488, 6729573]	2	[[], [[6721555, 6721847]]]	2	55.365539849314615	3.1724881824815205e-05	0.001049508388176
ENSMUSG00000002265.18:B1|cell_type|INH_medium_spiny|INH_migrating_interneuron	ENSMUSG00000002265.18:B1	ENSMUSG00000002265.18	Peg3	cassette exon	cassette exon	chr7	-	[6721424, 6721555]	[6729488, 6729573]	2	[[], [[6721555, 6721847]]]	2	17.54387627792064	0.0002220741727737	0.0028518748081196
ENSMUSG00000002265.18:B1|cell_type|INH_midbrain|INH_migrating_interneuron	ENSMUSG00000002265.18:B1	ENSMUSG00000002265.18	Peg3	cassette exon	cassette exon	chr7	-	[6721424, 6721555]	[6729488, 6729573]	2	[[], [[6721555, 6721847]]]	2	46.50109883068368	3.1724881824815205e-05	0.001049508388176
ENSMUSG00000002985.17:B1|cell_type|ASC|EX_cerebellum_granule	ENSMUSG00000002985.17:B1	ENSMUSG00000002985.17	Apoe	alternative first region	alternative acceptor	chr7	-	[19432112, 19432178]	null	3	[[[19432178, 19432192]], [[19432178, 19432332]], [[19432935, 19432977], [19432178, 19432197]]]	2	28.00868299999277	0.0012310023199659	0.0086869420893973
ENSMUSG00000002985.17:B1|cell_type|ASC|EX_cortical	ENSMUSG00000002985.17:B1	ENSMUSG00000002985.17	Apoe	alternative first region	alternative acceptor	chr7	-	[19432112, 19432178]	null	3	[[[19432178, 19432192]], [[19432178, 19432332]], [[19432935, 19432977], [19432178, 19432197]]]	2	27.3424811988534	0.0079473828446149	0.0343869517013098
ENSMUSG00000002985.17:B2|cell_type|ASC|EX_cerebellum_granule	ENSMUSG00000002985.17:B2	ENSMUSG00000002985.17	Apoe	alternative last region	mutually exclusive exons	chr7	-	null	[19431403, 19431572]	2	[[[19430196, 19431028]], [[19431180, 19431403]]]	2	20.01737386483451	0.0007701617339641	0.0062547977029199
ENSMUSG00000002985.17:B2|cell_type|ASC|EX_cortical	ENSMUSG00000002985.17:B2	ENSMUSG00000002985.17	Apoe	alternative last region	mutually exclusive exons	chr7	-	null	[19431403, 19431572]	2	[[[19430196, 19431028]], [[19431180, 19431403]]]	2	25.928323104940866	0.0003848225967828	0.0038739264974447
ENSMUSG00000003119.15:B1|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000003119.15:B1	ENSMUSG00000003119.15	Cdk12	alternative first region	alternative acceptor; cassette exon	chr11	+	null	[98094160, 98095236]	3	[[], [[98093884, 98094160]], [[98094139, 98094160]]]	2	40.2174194082773	0.0035626198958618	0.0191787704393897
ENSMUSG00000003119.15:B1|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000003119.15:B1	ENSMUSG00000003119.15	Cdk12	alternative first region	alternative acceptor; cassette exon	chr11	+	null	[98094160, 98095236]	3	[[], [[98093884, 98094160]], [[98094139, 98094160]]]	2	79.86337546269871	0.0103853511888494	0.0423849802129756
ENSMUSG00000003279.18:B1|cell_type|ASC|INH_migrating_interneuron	ENSMUSG00000003279.18:B1	ENSMUSG00000003279.18	Dlgap1	alternative first region	mutually exclusive exons	chr17	+	null	[70900161, 70900376]	3	[[[70276240, 70276665], [70385256, 70385418], [70513231, 70513340], [70615041, 70615165], [70731790, 70731883], [70822948, 70823991]], [[70829049, 70829263]], [[70868546, 70868866]]]	2	36.869067064735006	0.0035963137783771	0.0192958363856449
ENSMUSG00000003279.18:B1|cell_type|EX_cerebellum_granule|INH_migrating_interneuron	ENSMUSG00000003279.18:B1	ENSMUSG00000003279.18	Dlgap1	alternative first region	mutually exclusive exons	chr17	+	null	[70900161, 70900376]	3	[[[70276240, 70276665], [70385256, 70385418], [70513231, 70513340], [70615041, 70615165], [70731790, 70731883], [70822948, 70823991]], [[70829049, 70829263]], [[70868546, 70868866]]]	2	23.697859221464856	0.0104138120032885	0.042480101426174
ENSMUSG00000003279.18:B1|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000003279.18:B1	ENSMUSG00000003279.18	Dlgap1	alternative first region	mutually exclusive exons	chr17	+	null	[70900161, 70900376]	3	[[[70276240, 70276665], [70385256, 70385418], [70513231, 70513340], [70615041, 70615165], [70731790, 70731883], [70822948, 70823991]], [[70829049, 70829263]], [[70868546, 70868866]]]	2	11.962888034071174	0.00658112778751	0.0299466571499063
ENSMUSG00000003363.16:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000003363.16:B1	ENSMUSG00000003363.16	Pld3	alternative first region	cassette exon	chr7	-	[27252422, 27252637]	null	2	[[], [[27252637, 27252643]]]	2	20.460002549238403	0.0010005387516354	0.0075357032559888
ENSMUSG00000003363.16:B1|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000003363.16:B1	ENSMUSG00000003363.16	Pld3	alternative first region	cassette exon	chr7	-	[27252422, 27252637]	null	2	[[], [[27252637, 27252643]]]	2	45.88875501582487	0.0001332533813045	0.0019795393898133
ENSMUSG00000003363.16:B1|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000003363.16:B1	ENSMUSG00000003363.16	Pld3	alternative first region	cassette exon	chr7	-	[27252422, 27252637]	null	2	[[], [[27252637, 27252643]]]	2	15.423167209058912	0.0068154181160035	0.0307946849725897
ENSMUSG00000004110.18:B1|cell_type|ASC|EX_cerebellum_granule	ENSMUSG00000004110.18:B1	ENSMUSG00000004110.18	Cacna1e	alternative first region	alternative acceptor	chr1	-	[154576116, 154576256]	null	2	[[[154601396, 154601666], [154577020, 154577126]], [[154601396, 154602102], [154577020, 154577126]]]	2	27.98119269712918	0.0065853507009878	0.0299466571499063
ENSMUSG00000004110.18:B1|cell_type|ASC|EX_cortical	ENSMUSG00000004110.18:B1	ENSMUSG00000004110.18	Cacna1e	alternative first region	alternative acceptor	chr1	-	[154576116, 154576256]	null	2	[[[154601396, 154601666], [154577020, 154577126]], [[154601396, 154602102], [154577020, 154577126]]]	2	20.562451751049416	0.0071651929010747	0.031708883003057
ENSMUSG00000004110.18:B1|cell_type|EX_cerebellum_granule|EX_cortical	ENSMUSG00000004110.18:B1	ENSMUSG00000004110.18	Cacna1e	alternative first region	alternative acceptor	chr1	-	[154576116, 154576256]	null	2	[[[154601396, 154601666], [154577020, 154577126]], [[154601396, 154602102], [154577020, 154577126]]]	2	28.15854860317793	0.000330069314556	0.0035346650431967
ENSMUSG00000004110.18:B1|cell_type|EX_cortical|EX_hippocampus_granule	ENSMUSG00000004110.18:B1	ENSMUSG00000004110.18	Cacna1e	alternative first region	alternative acceptor	chr1	-	[154576116, 154576256]	null	2	[[[154601396, 154601666], [154577020, 154577126]], [[154601396, 154602102], [154577020, 154577126]]]	2	30.20781163038849	0.00055011552426	0.0049872141152849
ENSMUSG00000004110.18:B1|cell_type|EX_cortical|EX_hippocampus_pyramidal	ENSMUSG00000004110.18:B1	ENSMUSG00000004110.18	Cacna1e	alternative first region	alternative acceptor	chr1	-	[154576116, 154576256]	null	2	[[[154601396, 154601666], [154577020, 154577126]], [[154601396, 154602102], [154577020, 154577126]]]	2	223.23600225931844	4.921017666453422e-05	0.0010522220453781
ENSMUSG00000004110.18:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000004110.18:B1	ENSMUSG00000004110.18	Cacna1e	alternative first region	alternative acceptor	chr1	-	[154576116, 154576256]	null	2	[[[154601396, 154601666], [154577020, 154577126]], [[154601396, 154602102], [154577020, 154577126]]]	2	50.235645286336656	3.1724881824815205e-05	0.001049508388176
ENSMUSG00000004110.18:B1|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000004110.18:B1	ENSMUSG00000004110.18	Cacna1e	alternative first region	alternative acceptor	chr1	-	[154576116, 154576256]	null	2	[[[154601396, 154601666], [154577020, 154577126]], [[154601396, 154602102], [154577020, 154577126]]]	2	105.70838629332732	3.1724881824815205e-05	0.001049508388176
ENSMUSG00000004110.18:B1|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000004110.18:B1	ENSMUSG00000004110.18	Cacna1e	alternative first region	alternative acceptor	chr1	-	[154576116, 154576256]	null	2	[[[154601396, 154601666], [154577020, 154577126]], [[154601396, 154602102], [154577020, 154577126]]]	2	42.38312899545453	3.1724881824815205e-05	0.001049508388176
ENSMUSG00000004110.18:B1|cell_type|EX_hippocampus_pyramidal|INH_midbrain	ENSMUSG00000004110.18:B1	ENSMUSG00000004110.18	Cacna1e	alternative first region	alternative acceptor	chr1	-	[154576116, 154576256]	null	2	[[[154601396, 154601666], [154577020, 154577126]], [[154601396, 154602102], [154577020, 154577126]]]	2	10.512143943383816	0.0127454357561143	0.0490259105896131
ENSMUSG00000004110.18:B1|cell_type|INH_medium_spiny|INH_midbrain	ENSMUSG00000004110.18:B1	ENSMUSG00000004110.18	Cacna1e	alternative first region	alternative acceptor	chr1	-	[154576116, 154576256]	null	2	[[[154601396, 154601666], [154577020, 154577126]], [[154601396, 154602102], [154577020, 154577126]]]	2	20.15890160539241	0.0001268995272992	0.0019795393898133
ENSMUSG00000004113.19:B2|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000004113.19:B2	ENSMUSG00000004113.19	Cacna1b	mutually exclusive exons	mutually exclusive exons	chr2	-	[24651787, 24651892]	[24652775, 24653059]	2	[[[24651892, 24651893]], [[24652774, 24652775]]]	2	20.88081385555937	0.0007701617339641	0.0062547977029199
ENSMUSG00000004113.19:B2|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000004113.19:B2	ENSMUSG00000004113.19	Cacna1b	mutually exclusive exons	mutually exclusive exons	chr2	-	[24651787, 24651892]	[24652775, 24653059]	2	[[[24651892, 24651893]], [[24652774, 24652775]]]	2	49.64097442959563	3.1724881824815205e-05	0.001049508388176
ENSMUSG00000004113.19:B2|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000004113.19:B2	ENSMUSG00000004113.19	Cacna1b	mutually exclusive exons	mutually exclusive exons	chr2	-	[24651787, 24651892]	[24652775, 24653059]	2	[[[24651892, 24651893]], [[24652774, 24652775]]]	2	80.71888889283392	0.0001905124785673	0.0025731703347716
ENSMUSG00000004113.19:B8|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000004113.19:B8	ENSMUSG00000004113.19	Cacna1b	alternative last region	alternative donor; cassette exon	chr2	-	null	[24496581, 24497112]	3	[[], [[24493898, 24496581]], [[24496386, 24496581]]]	2	17.837658401658075	0.0076700913782491	0.0333886727112462
ENSMUSG00000004113.19:B8|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000004113.19:B8	ENSMUSG00000004113.19	Cacna1b	alternative last region	alternative donor; cassette exon	chr2	-	null	[24496581, 24497112]	3	[[], [[24493898, 24496581]], [[24496386, 24496581]]]	2	57.427410786252935	4.734624307561195e-05	0.001049508388176
ENSMUSG00000004113.19:B8|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000004113.19:B8	ENSMUSG00000004113.19	Cacna1b	alternative last region	alternative donor; cassette exon	chr2	-	null	[24496581, 24497112]	3	[[], [[24493898, 24496581]], [[24496386, 24496581]]]	2	72.08231921960402	4.734624307561195e-05	0.001049508388176
ENSMUSG00000004207.15:B1|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000004207.15:B1	ENSMUSG00000004207.15	Psap	alternative first region	alternative acceptor	chr10	+	null	[60127420, 60127554]	2	[[[60113448, 60113604]], [[60113449, 60113604]]]	2	16.366216349705194	0.0124044813518606	0.048223972086687
ENSMUSG00000004207.15:B1|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000004207.15:B1	ENSMUSG00000004207.15	Psap	alternative first region	alternative acceptor	chr10	+	null	[60127420, 60127554]	2	[[[60113448, 60113604]], [[60113449, 60113604]]]	2	12.447660216474969	0.0033864388516893	0.0185124232197042
ENSMUSG00000004207.15:B1|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000004207.15:B1	ENSMUSG00000004207.15	Psap	alternative first region	alternative acceptor	chr10	+	null	[60127420, 60127554]	2	[[[60113448, 60113604]], [[60113449, 60113604]]]	2	18.3609585485414	0.0014061401453011	0.0095416652716863
ENSMUSG00000004207.15:B2|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000004207.15:B2	ENSMUSG00000004207.15	Psap	compound internal	cassette exon; multi-exon skipping	chr10	+	[60131725, 60131782]	[60134876, 60135008]	3	[[], [[60131782, 60131786], [60134820, 60134825]], [[60134870, 60134876]]]	2	19.40974999012401	0.0088043169554103	0.0373444597470658
ENSMUSG00000004267.17:B1|cell_type|EX_cortical|INH_midbrain	ENSMUSG00000004267.17:B1	ENSMUSG00000004267.17	Eno2	alternative first region	alternative acceptor	chr6	-	[124746399, 124746483]	null	2	[[[124746483, 124746584]], [[124746483, 124746636]]]	2	8.284949716047423	0.0123427857198656	0.0481820416308981
ENSMUSG00000004267.17:B1|cell_type|EX_cortical|INH_migrating_interneuron	ENSMUSG00000004267.17:B1	ENSMUSG00000004267.17	Eno2	alternative first region	alternative acceptor	chr6	-	[124746399, 124746483]	null	2	[[[124746483, 124746584]], [[124746483, 124746636]]]	2	17.037021188528637	0.0055300153241388	0.0264006854896071
ENSMUSG00000004933.18:B3|cell_type|EX_cortical|INH_medium_spiny	ENSMUSG00000004933.18:B3	ENSMUSG00000004933.18	Matk	alternative last region	alternative donor; cassette exon	chr10	+	[81098456, 81098809]	null	4	[[], [[81098809, 81098815]], [[81098809, 81098819]], [[81098809, 81099199]]]	2	493.071337626653	0.0069713400464756	0.031274206041828
ENSMUSG00000005045.17:B1|cell_type|ASC|EX_cortical	ENSMUSG00000005045.17:B1	ENSMUSG00000005045.17	Chd5	alternative first region	cassette exon	chr4	+	null	[152423343, 152423487]	2	[[], [[152423107, 152423343]]]	2	17.021049400529566	0.0016932194258446	0.0109821259949364
ENSMUSG00000005045.17:B1|cell_type|EX_cerebellum_granule|EX_cortical	ENSMUSG00000005045.17:B1	ENSMUSG00000005045.17	Chd5	alternative first region	cassette exon	chr4	+	null	[152423343, 152423487]	2	[[], [[152423107, 152423343]]]	2	18.58127988799529	0.0006249023590064	0.0053604499553631
